
PREC;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.48966666666666664;0.9;0.4331888708052391;0.5833333333333334;0.07832121802956388;0.05128205128205128;0.030276899492191242;0.02040816326530612;0.06960841151048804;0.06960841151048804;0.38;0.38;0.04666666666666667;0.04666666666666667;0.47;0.47;
TDABC-MAXIMAL;0.41933333333333334;0.7;0.4834117647058823;0.75;0.11402821223641867;0.10256410256410256;0.03286384976525821;0.0;0.061136291767682094;0.061136291767682094;0.38;0.38;0.05333333333333334;0.05333333333333334;0.46499999999999997;0.46499999999999997;
TDABC-RANDOMIZED;0.49736666666666673;0.84;0.4333987754785708;0.6333333333333333;0.10526932505935482;0.09743589743589744;0.04966848711315513;0.012244897959183673;0.07034099293770422;0.07034099293770422;0.408;0.408;0.04133333333333333;0.04133333333333333;0.442;0.442;
KNN;0.42400000000000004;0.9;0.5931764705882353;1.0;0.06222578907643008;0.0;0.04905624221519594;0.02040816326530612;0.05545746811426162;0.05545746811426162;0.54;0.54;0.02666666666666667;0.02666666666666667;0.515;0.515;
WKNN;0.42699999999999994;0.9;0.5251764705882354;1.0;0.04371091312256848;0.0;0.04905624221519594;0.02040816326530612;0.05545746811426162;0.05545746811426162;0.52;0.52;0.03333333333333333;0.03333333333333333;0.485;0.485;
LSVM;0.38143333333333335;0.84;0.5115137254901961;0.8333333333333334;0.10838239981412706;0.07179487179487179;0.03677142218389703;0.02040816326530612;0.07028565405291451;0.07028565405291451;0.312;0.312;0.04133333333333333;0.04133333333333333;0.552;0.552;
RF;0.6068;1.0;0.46725490196078423;0.8833333333333333;0.08507528336595187;0.05641025641025641;0.01272300469483568;0.0;0.04946769263202277;0.04946769263202277;0.4;0.4;0.050666666666666665;0.050666666666666665;0.508;0.508;
AVERAGE;0.46365714285714293;0.8685714285714285;0.49244585423102055;0.8119047619047619;0.08528759152920211;0.05421245421245421;0.03720230681138988;0.013411078717201165;0.06167913987561927;0.06167913987561927;0.41999999999999993;0.41999999999999993;0.0419047619047619;0.0419047619047619;0.491;0.491;
;;;;;;;;;;;;;;;;;
F1;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.3513812540371098;0.018691588785046728;0.4357767732877796;0.14285714285714285;0.7904648239251396;0.7551020408163265;0.9500263873665409;0.9411764705882353;0.9353862157260215;0.9353862157260215;0.6198479391756703;0.6198479391756703;0.9315218126173987;0.9315218126173987;0.529811924769908;0.529811924769908;
TDABC-MAXIMAL;0.39677590078777786;0.0594059405940594;0.4122124137420891;0.09230769230769231;0.7136092860075016;0.6666666666666666;0.9421211237484203;0.9333333333333333;0.9431069589172356;0.9431069589172356;0.6198479391756703;0.6198479391756703;0.9219753086419753;0.9219753086419753;0.5348953514540772;0.5348953514540772;
TDABC-RANDOMIZED;0.3358210987696836;0.027164685908319185;0.44115985163857596;0.1317365269461078;0.7345650826645294;0.6888454011741683;0.9165323895008463;0.9046728971962616;0.9339766230114435;0.9339766230114435;0.592;0.592;0.9392023948157527;0.9392023948157527;0.5579717101894521;0.5579717101894521;
KNN;0.411176586319632;0.02197802197802198;0.3424653897515954;0.0;0.8217741253455538;0.7959183673469388;0.9180368115879239;0.9056603773584906;0.9471165953160413;0.9471165953160413;0.44920440636474906;0.44920440636474906;0.9605128205128205;0.9605128205128205;0.4834373981293412;0.4834373981293412;
WKNN;0.41166257204221324;0.022222222222222223;0.39721840334895314;0.0;0.8702328196256407;0.8478260869565217;0.9180368115879239;0.9056603773584906;0.9471165953160413;0.9471165953160413;0.48;0.48;0.9507903171269508;0.9507903171269508;0.5149878746968675;0.5149878746968675;
LSVM;0.4250726304144795;0.042105263157894736;0.3891046185377445;0.05934718100890208;0.7323181978954492;0.6934865900383141;0.9402837906906084;0.9302325581395349;0.9320343998677254;0.9320343998677254;0.6878201844262295;0.6878201844262295;0.9392063632284661;0.9392063632284661;0.4477791116446579;0.4477791116446579;
RF;0.24998395728161107;0.0;0.42763095404190443;0.0457516339869281;0.7769199214709777;0.7404426559356136;0.9780820297472402;0.974155069582505;0.9538411050734161;0.9538411050734161;0.5990762717300662;0.5990762717300662;0.9257893432465923;0.9257893432465923;0.4919817113416083;0.4919817113416083;
AVERAGE;0.36883914280750096;0.027366817520794895;0.40650977204980604;0.06742859672953902;0.777126322419256;0.7411839727049357;0.9375884777470719;0.9278415833652643;0.9417969276039893;0.9417969276039893;0.5782566772674835;0.5782566772674835;0.9384283371699939;0.9384283371699939;0.508695011746559;0.508695011746559;
;;;;;;;;;;;;;;;;;
FB-0.5;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.4273520082700954;0.0364963503649635;0.4922319662036361;0.2358490566037736;0.8636031596961349;0.8604651162790699;0.9614728395734774;0.963855421686747;0.9322683235760096;0.9322683235760096;0.6048387096774194;0.6048387096774194;0.9442374683701811;0.9442374683701811;0.5298739119303635;0.5298739119303635;
TDABC-MAXIMAL;0.47890790115717374;0.11450381679389314;0.4592823308538794;0.1485148514851485;0.8070440137550795;0.7882882882882882;0.9563203830585613;0.9722222222222222;0.9404761904761905;0.9404761904761905;0.6349206349206349;0.6349206349206349;0.9363307493540053;0.9363307493540053;0.5349292574532682;0.5349292574532682;
TDABC-RANDOMIZED;0.4128483175337799;0.05412719891745602;0.4967410040948514;0.2140077821011673;0.8223717550385555;0.8029197080291971;0.935592698970881;0.952755905511811;0.9312953108997458;0.9312953108997458;0.592;0.592;0.9505833904427562;0.9505833904427562;0.5579801137163645;0.5579801137163645;
KNN;0.49017905970343056;0.04132231404958677;0.3724979442862167;0.0;0.8867775015203384;0.9069767441860466;0.9365767647331523;0.9486166007905139;0.945541536537023;0.945541536537023;0.33898305084745767;0.33898305084745767;0.9680839895013124;0.9680839895013124;0.4840242677455888;0.4840242677455888;
WKNN;0.489762901129111;0.041666666666666664;0.4354807767616637;0.0;0.9192369702497624;0.9330143540669856;0.9365767647331523;0.9486166007905139;0.945541536537023;0.945541536537023;0.48;0.48;0.9601141853563774;0.9601141853563774;0.5149920599682398;0.5149920599682398;
LSVM;0.5159811944153142;0.07547169811320754;0.4331163654000772;0.09671179883945841;0.8198174912582403;0.8175248419150859;0.9536674517650187;0.9592326139088729;0.9306161816559853;0.9306161816559853;0.6704361873990307;0.6704361873990307;0.950599385588915;0.950599385588915;0.44786866359447003;0.44786866359447003;
RF;0.31928230873591235;0.0;0.4759482082374774;0.0720164609053498;0.8535524516402785;0.8502772643253235;0.9835264617104155;0.9894991922455575;0.9518062598604804;0.9518062598604804;0.6357927786499216;0.6357927786499216;0.9394989648033126;0.9394989648033126;0.491988433853379;0.491988433853379;
AVERAGE;0.44775909870640246;0.05194114927225337;0.45218551369111454;0.1095857071335568;0.8532004775940557;0.8513523310128567;0.9519619092206655;0.9621140795937484;0.939649334220351;0.939649334220351;0.5652816230706377;0.5652816230706377;0.9499211619166943;0.9499211619166943;0.5088081011802391;0.5088081011802391;
;;;;;;;;;;;;;;;;;
FB-2.0;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.3001347841391745;0.012562814070351758;0.4008650731023331;0.10245901639344263;0.7299493753374756;0.6727272727272727;0.9396391610815372;0.9195402298850576;0.9388776466945081;0.9388776466945081;0.6198347107438017;0.6198347107438017;0.9198122585089216;0.9198122585089216;0.52990262028317;0.52990262028317;
TDABC-MAXIMAL;0.34127374816499306;0.040106951871657755;0.3813184793626704;0.06696428571428571;0.6407285956333445;0.5775577557755774;0.9302211053162049;0.8974358974358975;0.9459980713596914;0.9459980713596914;0.6201550387596899;0.6201550387596899;0.908841607565012;0.908841607565012;0.5349481301229508;0.5349481301229508;
TDABC-RANDOMIZED;0.2842848153550818;0.01813236627379873;0.40603844425619934;0.09515570934256055;0.6645291157595657;0.6031528444139822;0.9008398784284948;0.8612099644128113;0.9369367130280026;0.9369367130280026;0.592;0.592;0.9286376147810579;0.9286376147810579;0.5579890209211877;0.5579890209211877;
KNN;0.3580006622096674;0.01497005988023952;0.3210996246347219;0.0;0.7672429270261333;0.7090909090909091;0.902843751979226;0.8664259927797835;0.9487847628696582;0.9487847628696582;0.4123711340206186;0.4123711340206186;0.9532832080200501;0.9532832080200501;0.4839073787409701;0.4839073787409701;
WKNN;0.35828869973816835;0.015151515151515152;0.36986458213746;0.0;0.8276220558767226;0.7768924302788844;0.902843751979226;0.8664259927797835;0.9487847628696582;0.9487847628696582;0.48;0.48;0.9420307895117445;0.9420307895117445;0.5149929595494112;0.5149929595494112;
LSVM;0.37058905959974653;0.029197080291970802;0.36053981336641905;0.04280821917808219;0.662274120162908;0.6021290751829674;0.9279788879080423;0.9029345372460499;0.9335321635058546;0.9335321635058546;0.6905158069883528;0.6905158069883528;0.9285863192042582;0.9285863192042582;0.4478185662118009;0.4478185662118009;
RF;0.20596363839220203;0.0;0.39603424705174683;0.033524904214559385;0.7140100108934752;0.6557377049180328;0.9728483945385903;0.9592795614722006;0.9560272365150414;0.9560272365150414;0.6017830609212482;0.6017830609212482;0.9131944840703756;0.9131944840703756;0.4919877415902649;0.4919877415902649;
AVERAGE;0.31693362965700483;0.018588683934219103;0.376537180558793;0.048701733548990066;0.7151937429556607;0.6567554274839467;0.9253164187473316;0.8961788822873691;0.9441344795489163;0.9441344795489163;0.5738085359191015;0.5738085359191015;0.9277694688087742;0.9277694688087742;0.5087923453456794;0.5087923453456794;
;;;;;;;;;;;;;;;;;
FB-3.0;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.2864236021313483;0.011325028312570781;0.39158815354782145;0.09363295880149813;0.7120013520773513;0.6491228070175439;0.9364024026081816;0.9125475285171104;0.9401265940150851;0.9401265940150851;0.6224066390041494;0.6224066390041494;0.916114061927053;0.916114061927053;0.5299668370207788;0.5299668370207788;
TDABC-MAXIMAL;0.3262637694794498;0.036188178528347416;0.3728571689670993;0.06134969325153374;0.6198180708412976;0.5529225908372827;0.9267447198513429;0.8860759493670886;0.9470208453577804;0.9470208453577804;0.6177606177606179;0.6177606177606179;0.9047086247086247;0.9047086247086247;0.5349850040679656;0.5349850040679656;
TDABC-RANDOMIZED;0.27054409990202133;0.016323199347072027;0.3966446634726493;0.08709422011084719;0.644193713432541;0.5791378743007569;0.8963117506131346;0.8476357267950964;0.9379867155980087;0.9379867155980087;0.5920000000000001;0.5920000000000001;0.9252840261614561;0.9252840261614561;0.5580005069851284;0.5580005069851284;
KNN;0.3437264825591537;0.013531799729364006;0.3149766438004405;0.0;0.7509263065628224;0.6842105263157894;0.8984815259791651;0.8540925266903917;0.9493617608463896;0.9493617608463896;0.42780748663101603;0.42780748663101603;0.9509452736318407;0.9509452736318407;0.4843016403773383;0.4843016403773383;
WKNN;0.3438633213622832;0.013698630136986302;0.36214807583783337;0.0;0.8146119615223654;0.755813953488372;0.8984815259791651;0.8540925266903917;0.9493617608463896;0.9493617608463896;0.47999999999999987;0.47999999999999987;0.939228958500597;0.939228958500597;0.5149967147338934;0.5149967147338934;
LSVM;0.3584690988177764;0.026490066225165566;0.352717227766011;0.03916960438699569;0.6419012516666961;0.5768005098789039;0.9241044296553174;0.8941877794336812;0.9340492934891769;0.9340492934891769;0.6939799331103679;0.6939799331103679;0.9252046957506139;0.9252046957506139;0.44786042711353913;0.44786042711353913;
RF;0.19463156974226103;0.0;0.38745074248146943;0.030782761653474055;0.6954316071561012;0.6316512186749056;0.9711494245410245;0.9544215037008181;0.9567900924485089;0.9567900924485089;0.5964653902798234;0.5964653902798234;0.9092207365704903;0.9092207365704903;0.49199258601523277;0.49199258601523277;
AVERAGE;0.3034174205706134;0.016793843182786587;0.3683403822676178;0.044575605457764116;0.6969834661798823;0.632808497216222;0.9216679684610473;0.8861505058849397;0.9449567232287628;0.9449567232287628;0.5757742952551392;0.5757742952551392;0.9243866253215252;0.9243866253215252;0.5088719594734109;0.5088719594734109;
;;;;;;;;;;;;;;;;;
MCC;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.167406295728376;-0.08866289703857505;0.37820225652737677;0.1580340286930467;0.7547835497355048;0.7313853103354848;0.9264085326355076;0.9193462546516669;0.8717407635365839;0.8717407635365839;0.24019223070763068;0.24019223070763068;0.8978022732187947;0.8978022732187947;0.06004805767690767;0.06004805767690767;
TDABC-MAXIMAL;0.2332037227048384;-0.0013465024930181795;0.3510093999464879;0.08497454785832911;0.6641960774158252;0.6321521427116954;0.9162390514896702;0.9100792684207021;0.8868895011119664;0.8868895011119664;0.24019223070763068;0.24019223070763068;0.8835211855205737;0.8835211855205737;0.07003152127845945;0.07003152127845945;
TDABC-RANDOMIZED;0.1265827425662749;-0.07714647962018453;0.38481820799750965;0.1398843810562448;0.6885417353706584;0.655881887106238;0.8787143460594941;0.8709846502026768;0.8686769248552749;0.8686769248552749;0.184;0.184;0.9092399671301603;0.9092399671301603;0.11601485085142431;0.11601485085142431;
KNN;0.26286591343149024;-0.07110605923376796;0.2540811788279371;-0.04420650995107754;0.7918983010051539;0.7812581579546791;0.881120475614061;0.8715843477978015;0.894475513480976;0.894475513480976;-0.08333333333333333;-0.08333333333333333;0.9409363471940212;0.9409363471940212;-0.030183163898662036;-0.030183163898662036;
WKNN;0.2632676007398741;-0.06998656386948178;0.3269746331849119;-0.038960381851015365;0.8483492872056133;0.8344927956437664;0.881120475614061;0.8715843477978015;0.894475513480976;0.894475513480976;-0.04;-0.04;0.9265082672237455;0.9265082672237455;0.030001500112509374;0.030001500112509374;
LSVM;0.3282019083956637;-0.02689636623259664;0.32189325011118597;0.040598202831808504;0.6856096566031914;0.6649120910391855;0.9115198501927338;0.9045497295926836;0.8642761098389172;0.8642761098389172;0.37643390192665355;0.37643390192665355;0.9091761351315281;0.9091761351315281;-0.10408329997330663;-0.10408329997330663;
RF;0.026001279585159142;-0.1476492725371935;0.3674680151504285;0.021823070236966245;0.7387922909406712;0.7155259440199039;0.9674617865692601;0.9647616980537731;0.9080752513350027;0.9080752513350027;0.20092801941937188;0.20092801941937188;0.8891970175028429;0.8891970175028429;-0.016001152124430932;-0.016001152124430932;
AVERAGE;0.20107563759309666;-0.06897059157497396;0.34063527739226257;0.05173533412490034;0.7388815568966598;0.7165154755444219;0.9089406454535413;0.9018414709310151;0.8840870825199566;0.8840870825199566;0.1597732927754219;0.1597732927754219;0.9080544561316666;0.9080544561316666;0.01797547341755731;0.01797547341755731;
;;;;;;;;;;;;;;;;;
GMEAN;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.45237085343623384;0.09925833339709303;0.5443916841156369;0.29189808286089663;0.8260267862252094;0.7886154576012626;0.9572243493846434;0.9479077978816304;0.9414121078235379;0.9414121078235379;0.6201736729460423;0.6201736729460423;0.9438122038775575;0.9438122038775575;0.5300467141967482;0.5300467141967482;
TDABC-MAXIMAL;0.49663369992114637;0.17850174780135103;0.5237602697464402;0.23614510032645972;0.7640759520884867;0.7219681580499386;0.9503643058101211;0.9354143466934853;0.9480705194540869;0.9480705194540869;0.6201736729460423;0.6201736729460423;0.9360170369335253;0.9360170369335253;0.5350304962043583;0.5350304962043583;
TDABC-RANDOMIZED;0.43324635299714337;0.1191370035308286;0.5497545569159599;0.28157357424457147;0.780896175085287;0.740286626998555;0.9293689360347995;0.9112511975595438;0.9390687903593128;0.9390687903593128;0.592;0.592;0.9500509037572141;0.9500509037572141;0.5580140797565782;0.5580140797565782;
KNN;0.5063991126329697;0.10880405479854804;0.39165256561248224;0.0;0.8509040835079517;0.8130294884889123;0.9309527855715438;0.9139249853815019;0.9499434248428794;0.9499434248428794;0.4564354645876384;0.4564354645876384;0.9673824510421728;0.9673824510421728;0.48481339997657014;0.48481339997657014;
WKNN;0.5066348849556082;0.10949263154950822;0.4803794806537877;0.0;0.8908153901451268;0.8578164469184381;0.9309527855715438;0.9139249853815019;0.9499434248428794;0.9499434248428794;0.48;0.48;0.9594933402438417;0.9594933402438417;0.5150014783010484;0.5150014783010484;
LSVM;0.5341800124302513;0.15287963687876607;0.4902166521810223;0.18842498808499766;0.7795067142511795;0.7395339618430957;0.9488251312416226;0.9373201374463368;0.9345392944967286;0.9345392944967286;0.6883747329157284;0.6883747329157284;0.9499944720883539;0.9499944720883539;0.44791182167922294;0.44791182167922294;
RF;0.32536810689360807;0.0;0.5357889773119412;0.16721681526733423;0.8152430920972967;0.7769666726196435;0.9807294126224343;0.9744805811819829;0.9575692876649899;0.9575692876649899;0.6008520531016155;0.6008520531016155;0.9391040436599205;0.9391040436599205;0.49199883846551445;0.49199883846551445;
AVERAGE;0.46497614618099437;0.10972477256515643;0.5022777409338958;0.16646550868346566;0.8153525990572197;0.7768881160742637;0.9469168151766726;0.9334605759322833;0.9457924070692021;0.9457924070692021;0.5797156566424382;0.5797156566424382;0.9494077788003693;0.9494077788003693;0.5089738326542915;0.5089738326542915;
;;;;;;;;;;;;;;;;;
AUC;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.8754078891065831;0.8231034482758621;0.8216076665169446;0.7872299382716049;0.9846793602826401;0.9735730425385598;0.9918192189152585;1.0;0.930391588489512;0.930391588489512;0.62;0.62;0.9865666666666666;0.9865666666666666;0.53;0.53;
TDABC-MAXIMAL;0.8660167392023683;0.8212068965517242;0.9046586617691255;0.8543595679012346;0.9890256248621643;0.9949896846448572;0.991401434024241;0.999688424988316;0.9388637082323179;0.9388637082323179;0.62;0.62;0.9863333333333334;0.9863333333333334;0.535;0.535;
TDABC-RANDOMIZED;0.8644548516980146;0.8810896551724137;0.8222827421652642;0.7334182098765433;0.985949767040756;0.9789095195991748;0.9903196767363289;0.9998317494936906;0.9296590070622958;0.9296590070622958;0.5920000000000001;0.5920000000000001;0.9798;0.9798;0.558;0.558;
KNN;0.9098629655172414;0.94;0.9377697348298929;0.8756430041152264;0.9949372746486107;0.9998526377836723;0.9977605887521439;1.0;0.9445425318857383;0.9445425318857383;0.45999999999999996;0.45999999999999996;0.9967333333333334;0.9967333333333334;0.4850000000000001;0.4850000000000001;
WKNN;0.9140692770376175;0.9391379310344827;0.9477282293615176;0.8926183127572018;0.9976195883767884;1.0;0.998512516698576;1.0;0.9445425318857383;0.9445425318857383;0.48;0.48;0.9983000000000001;0.9983000000000001;0.515;0.515;
LSVM;0.9290251250087078;0.9730482758620689;0.9417174638349246;0.9296604938271604;0.9905037412987826;0.9959996070340897;0.9966552273325822;0.9995326374824739;0.9297143459470856;0.9297143459470856;0.688;0.688;0.992728;0.992728;0.44799999999999995;0.44799999999999995;
RF;0.7889587633019854;0.6046275862068965;0.9502915555276683;0.8625385802469135;0.9926644109265989;0.9961430395913154;0.9994670122720926;0.9999096432466116;0.9505323073679773;0.9505323073679773;0.6000000000000001;0.6000000000000001;0.993764;0.993764;0.492;0.492;
AVERAGE;0.878256515838931;0.8546019704433496;0.9037222934293341;0.8479240152851265;0.9907685382051916;0.9913525044559527;0.9951336678187461;0.9998517793158702;0.9383208601243808;0.9383208601243808;0.5800000000000001;0.5800000000000001;0.990603619047619;0.990603619047619;0.509;0.509;
;;;;;;;;;;;;;;;;;
AVP;;;;;;;;;;;;;;;;;
;NORMAL;;SPHERE;;SWISSROLL;;WINE;;CANCER;;CIRCLES;;IRIS;;MOON;;
CLASSIFIERS;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class;GLOBAL;Minority class
TDABC-AVERAGE;0.7654156964381614;0.49982451240515746;0.9046877159034623;0.3545308857808858;0.9591979806373305;0.9547098515519568;0.978190876914082;1.0;0.9283198370378611;0.9283198370378611;0.5738461538461539;0.5738461538461539;0.9722298426790875;0.9722298426790875;0.5158653846153847;0.5158653846153847;
